id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Latitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
6762815461.0,42491.0,4.0,2.0,1520.0,6200.0,1.5,0.0,0.0,3.0,7.0,1520.0,0.0,1945.0,0.0,122006.0,52.908,-114.459,1910.0,6200.0,3.0,80.0,640000.0
6762815654.0,42491.0,4.0,2.75,2710.0,37277.0,2.0,0.0,0.0,3.0,9.0,2710.0,0.0,2000.0,0.0,122012.0,52.6934,-114.177,2390.0,39299.0,1.0,74.0,630000.0
6762815737.0,42491.0,3.0,2.25,1750.0,1572.0,2.5,0.0,0.0,3.0,9.0,1470.0,280.0,2005.0,0.0,122013.0,52.8798,-114.511,2410.0,3050.0,3.0,51.0,626000.0
6762815748.0,42491.0,4.0,2.5,2820.0,8408.0,2.0,0.0,0.0,3.0,9.0,2820.0,0.0,2014.0,0.0,122014.0,52.9838,-114.515,1300.0,8408.0,3.0,55.0,625000.0
6762815749.0,42491.0,4.0,3.25,2730.0,54014.0,1.0,0.0,0.0,3.0,9.0,1560.0,1170.0,2007.0,0.0,122015.0,52.7433,-114.3,2730.0,111274.0,1.0,70.0,625000.0
6762815986.0,42491.0,3.0,1.75,2360.0,7291.0,1.0,0.0,0.0,4.0,8.0,1360.0,1000.0,1948.0,0.0,122016.0,52.7574,-114.574,1860.0,5499.0,2.0,75.0,615000.0
6762816059.0,42491.0,4.0,2.5,2730.0,12261.0,2.0,0.0,0.0,3.0,9.0,2730.0,0.0,1991.0,0.0,122017.0,52.9719,-114.395,2730.0,10872.0,2.0,70.0,612500.0
6762816236.0,42491.0,3.0,2.5,3240.0,33151.0,2.0,0.0,2.0,3.0,10.0,3240.0,0.0,1995.0,0.0,122018.0,52.5556,-114.568,4050.0,24967.0,1.0,71.0,604000.0
6762816633.0,42491.0,3.0,1.75,2330.0,14892.0,1.0,0.0,0.0,3.0,8.0,1970.0,360.0,1980.0,0.0,122019.0,52.8567,-114.236,2570.0,14217.0,1.0,60.0,588500.0
6762817449.0,42491.0,4.0,2.5,3310.0,6500.0,2.0,0.0,0.0,3.0,8.0,3310.0,0.0,2012.0,0.0,122008.0,52.745,-114.06,2380.0,5000.0,2.0,80.0,555000.0
6762817570.0,42491.0,4.0,2.5,1940.0,10500.0,1.0,0.0,0.0,4.0,7.0,1140.0,800.0,1976.0,0.0,122005.0,52.913,-114.304,2200.0,10500.0,1.0,58.0,550000.0
6762817571.0,42491.0,3.0,1.75,2910.0,35200.0,1.5,0.0,0.0,3.0,8.0,2910.0,0.0,1979.0,0.0,122020.0,52.8047,-114.225,2590.0,37500.0,3.0,50.0,550000.0
6762819227.0,42491.0,4.0,2.5,2860.0,3345.0,2.0,0.0,0.0,3.0,8.0,2190.0,670.0,2004.0,0.0,122021.0,53.0035,-114.348,2860.0,3596.0,3.0,73.0,499950.0
6762819342.0,42491.0,4.0,1.75,1600.0,6380.0,1.0,0.0,0.0,3.0,8.0,1130.0,470.0,1959.0,0.0,122022.0,52.931,-114.496,1090.0,6380.0,3.0,50.0,495000.0
6762819448.0,42491.0,4.0,1.75,2190.0,125452.0,1.0,0.0,2.0,3.0,9.0,2190.0,0.0,1968.0,0.0,122023.0,52.5003,-114.259,3000.0,125017.0,3.0,64.0,491500.0
6762819463.0,42491.0,2.0,1.0,880.0,6380.0,1.0,0.0,0.0,3.0,7.0,880.0,0.0,1938.0,1994.0,122006.0,52.9224,-114.512,1340.0,6380.0,3.0,66.0,490000.0
6762819732.0,42491.0,4.0,2.5,2710.0,35868.0,2.0,0.0,0.0,3.0,9.0,2710.0,0.0,1989.0,0.0,122024.0,52.605,-114.212,2780.0,36224.0,3.0,71.0,482000.0
6762820114.0,42491.0,5.0,2.5,2210.0,9655.0,1.0,0.0,0.0,3.0,8.0,1460.0,750.0,1976.0,0.0,122017.0,52.9998,-114.412,2080.0,8633.0,3.0,79.0,470000.0
6762820382.0,42491.0,3.0,1.75,1710.0,7320.0,1.0,0.0,0.0,3.0,7.0,1710.0,0.0,1948.0,0.0,122014.0,52.9812,-114.471,2260.0,8839.0,1.0,72.0,463000.0
6762820510.0,42491.0,3.0,2.5,2680.0,5539.0,2.0,0.0,0.0,3.0,8.0,2680.0,0.0,2013.0,0.0,122025.0,52.7061,-113.924,2990.0,6037.0,2.0,74.0,459990.0
6762820718.0,42491.0,3.0,2.5,2430.0,88426.0,1.0,0.0,0.0,4.0,7.0,1570.0,860.0,1985.0,0.0,122025.0,52.7128,-113.908,1560.0,56827.0,3.0,78.0,452500.0
6762821047.0,42491.0,3.0,2.5,1270.0,1180.0,3.0,0.0,0.0,3.0,8.0,1270.0,0.0,2001.0,0.0,122026.0,52.8997,-114.582,1320.0,1180.0,3.0,61.0,445700.0
6762821205.0,42491.0,4.0,2.25,2160.0,8119.0,1.0,0.0,0.0,3.0,8.0,1080.0,1080.0,1966.0,0.0,122027.0,52.7743,-114.367,1850.0,9000.0,2.0,52.0,440000.0
6762821206.0,42491.0,2.0,1.0,800.0,4850.0,1.0,0.0,0.0,4.0,7.0,800.0,0.0,1944.0,0.0,122026.0,52.8939,-114.554,1150.0,4365.0,2.0,60.0,440000.0
6762821318.0,42491.0,3.0,2.5,1770.0,2875.0,2.0,0.0,0.0,3.0,8.0,1770.0,0.0,1990.0,0.0,122009.0,52.7931,-114.587,1770.0,3833.0,3.0,68.0,439950.0
6762821390.0,42491.0,3.0,2.25,1970.0,35100.0,2.0,0.0,0.0,4.0,9.0,1970.0,0.0,1977.0,0.0,122012.0,52.6935,-114.181,2340.0,35100.0,2.0,70.0,437500.0
6762821424.0,42491.0,3.0,2.5,1770.0,1235.0,3.0,0.0,0.0,3.0,8.0,1600.0,170.0,2007.0,0.0,122028.0,52.9265,-114.532,1680.0,1203.0,3.0,52.0,436110.0
6762821444.0,42491.0,4.0,1.0,1450.0,8800.0,1.0,0.0,0.0,4.0,7.0,1450.0,0.0,1954.0,0.0,122027.0,52.8046,-114.325,1260.0,8942.0,2.0,62.0,435000.0
6762821632.0,42491.0,4.0,1.5,1920.0,10000.0,1.0,0.0,0.0,4.0,7.0,1070.0,850.0,1954.0,0.0,122027.0,52.8025,-114.323,1450.0,10836.0,2.0,64.0,430000.0
6762822054.0,42491.0,3.0,2.25,2000.0,8030.0,1.0,0.0,0.0,4.0,8.0,1000.0,1000.0,1963.0,0.0,122029.0,52.8488,-114.304,2070.0,8250.0,1.0,61.0,420000.0
6762822175.0,42491.0,3.0,1.5,1570.0,6700.0,1.0,0.0,0.0,4.0,7.0,1570.0,0.0,1956.0,0.0,122030.0,52.8322,-114.324,1570.0,7300.0,3.0,78.0,419000.0
6762822578.0,42491.0,3.0,2.5,1930.0,10460.0,2.0,0.0,0.0,3.0,8.0,1930.0,0.0,1996.0,0.0,122015.0,52.7238,-114.351,2290.0,8228.0,1.0,63.0,407500.0
6762822721.0,42491.0,3.0,2.0,1960.0,13100.0,1.0,0.0,2.0,5.0,8.0,1650.0,310.0,1957.0,0.0,122031.0,52.6719,-114.53,1960.0,10518.0,3.0,72.0,403000.0
6762822791.0,42491.0,4.0,2.5,3630.0,42884.0,1.5,0.0,0.0,3.0,9.0,2300.0,1330.0,1979.0,0.0,122023.0,52.4917,-114.38,2830.0,80148.0,1.0,80.0,400000.0
6762823455.0,42491.0,3.0,3.25,1320.0,1327.0,2.0,0.0,0.0,3.0,8.0,1040.0,280.0,2008.0,0.0,122032.0,52.8806,-114.573,1440.0,1263.0,2.0,51.0,385000.0
6762823582.0,42491.0,4.0,1.75,1560.0,8700.0,1.0,0.0,0.0,4.0,7.0,1560.0,0.0,1967.0,0.0,122033.0,52.9574,-114.371,2080.0,8000.0,3.0,74.0,382500.0
6762824201.0,42491.0,4.0,3.0,3110.0,7231.0,2.0,0.0,0.0,3.0,8.0,3110.0,0.0,1997.0,0.0,122023.0,52.5579,-114.381,2820.0,7311.0,3.0,66.0,367500.0
6762824245.0,42491.0,3.0,1.0,1090.0,6435.0,1.0,0.0,0.0,4.0,7.0,1090.0,0.0,1955.0,0.0,122034.0,52.7634,-114.555,1340.0,6435.0,3.0,80.0,365000.0
6762825272.0,42491.0,3.0,2.0,1930.0,11947.0,1.0,0.0,0.0,4.0,8.0,1930.0,0.0,1966.0,0.0,122035.0,52.5972,-114.341,2200.0,12825.0,2.0,66.0,342000.0
6762825549.0,42491.0,2.0,2.0,1350.0,2560.0,1.0,0.0,0.0,3.0,8.0,1350.0,0.0,1976.0,0.0,122005.0,52.8644,-114.297,1790.0,2560.0,1.0,77.0,335000.0
6762825550.0,42491.0,3.0,2.25,1580.0,16215.0,1.0,0.0,0.0,4.0,7.0,1580.0,0.0,1978.0,0.0,122036.0,52.7943,-114.087,1450.0,16215.0,3.0,56.0,335000.0
6762826461.0,42491.0,3.0,1.0,1160.0,9180.0,1.0,0.0,0.0,3.0,7.0,1160.0,0.0,1968.0,0.0,122037.0,52.9727,-114.262,1160.0,10282.0,1.0,52.0,315000.0
6762826606.0,42491.0,3.0,1.5,1340.0,7912.0,1.5,0.0,0.0,3.0,7.0,1340.0,0.0,1955.0,0.0,122038.0,52.9958,-114.529,1480.0,7940.0,3.0,65.0,313000.0
6762826811.0,42491.0,2.0,1.0,850.0,6174.0,1.0,0.0,0.0,4.0,7.0,850.0,0.0,1950.0,0.0,122014.0,52.9652,-114.518,1100.0,6174.0,1.0,60.0,308500.0
6762827056.0,42491.0,3.0,2.5,2540.0,5050.0,2.0,0.0,0.0,3.0,7.0,2540.0,0.0,2006.0,0.0,122035.0,52.5658,-114.245,2280.0,5050.0,2.0,64.0,300000.0
6762827347.0,42491.0,2.0,2.5,1630.0,1368.0,2.0,0.0,0.0,3.0,7.0,1280.0,350.0,2009.0,0.0,122034.0,52.7789,-114.553,1590.0,2306.0,1.0,74.0,295000.0
6762827693.0,42491.0,3.0,3.0,1850.0,19966.0,1.0,0.0,0.0,4.0,7.0,1090.0,760.0,1992.0,0.0,122024.0,52.5793,-114.224,1410.0,6715.0,2.0,58.0,287200.0
6762827749.0,42491.0,4.0,2.5,2200.0,9397.0,2.0,0.0,0.0,3.0,8.0,2200.0,0.0,1987.0,0.0,122039.0,52.5706,-114.459,2310.0,9176.0,3.0,80.0,285000.0
6762827750.0,42491.0,3.0,2.5,2090.0,10834.0,1.0,0.0,0.0,4.0,8.0,1360.0,730.0,1987.0,0.0,122040.0,52.5837,-114.493,1750.0,8595.0,2.0,56.0,285000.0
6762827836.0,42491.0,3.0,1.75,1800.0,23103.0,1.0,0.0,0.0,3.0,7.0,1800.0,0.0,1968.0,0.0,122041.0,52.8817,-114.096,1410.0,18163.0,3.0,62.0,284000.0
6762828162.0,42491.0,3.0,1.5,1180.0,10277.0,1.0,0.0,0.0,3.0,6.0,1180.0,0.0,1983.0,0.0,122025.0,52.718,-113.977,1680.0,11104.0,3.0,78.0,275000.0
6762828790.0,42491.0,4.0,2.0,1480.0,8625.0,1.0,0.0,0.0,4.0,7.0,1480.0,0.0,1974.0,0.0,122042.0,52.692,-114.383,2130.0,8502.0,1.0,60.0,260000.0
6762828945.0,42491.0,3.0,1.75,1370.0,5858.0,1.0,0.0,0.0,3.0,7.0,1370.0,0.0,1987.0,0.0,122043.0,52.6115,-114.503,1400.0,7500.0,3.0,56.0,257950.0
6762829578.0,42491.0,3.0,1.5,1200.0,9720.0,1.0,0.0,0.0,4.0,7.0,1200.0,0.0,1965.0,0.0,122035.0,52.6525,-114.343,1380.0,10284.0,3.0,77.0,242500.0
6762829789.0,42491.0,2.0,1.0,1210.0,9400.0,1.0,0.0,0.0,2.0,6.0,1210.0,0.0,1949.0,0.0,122034.0,52.7642,-114.55,1580.0,6026.0,3.0,73.0,235000.0
6762815750.0,42492.0,4.0,2.75,2920.0,6605.0,2.0,0.0,0.0,3.0,8.0,2920.0,0.0,2012.0,0.0,122015.0,52.7209,-114.334,3030.0,6605.0,1.0,62.0,625000.0
6762817521.0,42492.0,2.0,1.0,900.0,5000.0,1.0,0.0,0.0,3.0,7.0,900.0,0.0,1944.0,0.0,122007.0,52.9183,-114.585,1280.0,5000.0,1.0,68.0,553000.0
6762823736.0,42492.0,3.0,2.5,1650.0,14054.0,1.0,0.0,0.0,4.0,7.0,1130.0,520.0,1986.0,0.0,122012.0,52.7121,-114.207,1940.0,87555.0,2.0,57.0,379880.0
6762826674.0,42492.0,3.0,1.0,1010.0,9945.0,1.0,0.0,0.0,4.0,6.0,1010.0,0.0,1973.0,0.0,122008.0,52.7624,-113.953,1390.0,12710.0,3.0,60.0,310000.0
6762813188.0,42493.0,3.0,2.5,2850.0,7130.0,2.0,0.0,0.0,3.0,10.0,1990.0,860.0,1980.0,0.0,122044.0,52.833,-114.479,2280.0,6459.0,1.0,52.0,783500.0
6762813282.0,42493.0,2.0,2.5,2680.0,7392.0,1.0,0.0,0.0,3.0,9.0,2680.0,0.0,2004.0,0.0,122045.0,52.947,-114.216,2315.0,7045.0,2.0,65.0,775000.0
6762815716.0,42493.0,4.0,2.0,2280.0,6010.0,1.0,0.0,0.0,3.0,7.0,1140.0,1140.0,1900.0,0.0,122044.0,52.8334,-114.479,2240.0,6200.0,1.0,51.0,628000.0
6762824246.0,42493.0,3.0,2.5,2200.0,7350.0,1.0,0.0,0.0,5.0,8.0,1570.0,630.0,1988.0,0.0,122046.0,52.6695,-114.351,2350.0,7557.0,2.0,53.0,365000.0
6762825730.0,42493.0,4.0,2.5,2530.0,9933.0,2.0,0.0,2.0,3.0,8.0,2010.0,520.0,1990.0,0.0,122023.0,52.4954,-114.406,2140.0,9933.0,2.0,59.0,331950.0
6762810164.0,42494.0,7.0,8.0,13540.0,307752.0,3.0,0.0,4.0,3.0,12.0,9410.0,4130.0,1999.0,0.0,122045.0,52.8975,-114.176,4850.0,217800.0,1.0,55.0,2280000.0
6762810615.0,42494.0,2.0,2.5,2220.0,4000.0,2.0,0.0,0.0,3.0,9.0,2220.0,0.0,2000.0,0.0,122047.0,52.8664,-114.47,1870.0,4000.0,3.0,67.0,1430000.0
6762810636.0,42494.0,5.0,3.5,4010.0,8510.0,2.0,0.0,1.0,5.0,9.0,2850.0,1160.0,1971.0,0.0,122004.0,52.8878,-114.476,2610.0,6128.0,1.0,50.0,1400000.0
6762811248.0,42494.0,4.0,2.5,4340.0,141570.0,2.5,0.0,0.0,3.0,11.0,4340.0,0.0,1992.0,0.0,122045.0,52.9105,-114.238,2720.0,97138.0,1.0,73.0,1090000.0
6762811411.0,42494.0,5.0,2.75,3190.0,16920.0,1.0,0.0,3.0,3.0,9.0,1690.0,1500.0,1976.0,0.0,122027.0,52.7941,-114.35,3100.0,13100.0,1.0,53.0,1030000.0
6762812053.0,42494.0,3.0,1.0,1330.0,77972.0,1.0,0.0,0.0,3.0,7.0,1330.0,0.0,1928.0,1954.0,122010.0,52.9191,-114.349,1340.0,17689.0,3.0,52.0,900000.0
6762812148.0,42494.0,4.0,4.25,4420.0,5750.0,2.0,0.0,0.0,3.0,10.0,3410.0,1010.0,2006.0,0.0,122012.0,52.7704,-114.263,4420.0,5750.0,1.0,57.0,890000.0
6762812149.0,42494.0,5.0,3.5,4490.0,6000.0,2.0,0.0,0.0,3.0,10.0,3200.0,1290.0,2006.0,0.0,122012.0,52.7696,-114.263,4530.0,6000.0,2.0,70.0,890000.0
6762812331.0,42494.0,4.0,3.0,3690.0,9892.0,2.0,0.0,0.0,3.0,10.0,3690.0,0.0,1998.0,0.0,122020.0,52.8237,-114.172,3430.0,11294.0,3.0,62.0,865000.0
6762812415.0,42494.0,4.0,2.75,2600.0,5390.0,1.0,0.0,0.0,4.0,8.0,1300.0,1300.0,1960.0,0.0,122032.0,52.8682,-114.587,2550.0,5600.0,2.0,69.0,855000.0
6762812659.0,42494.0,4.0,3.0,2170.0,4000.0,2.0,0.0,0.0,4.0,9.0,1610.0,560.0,1982.0,2011.0,122047.0,52.8496,-114.482,1670.0,4000.0,3.0,73.0,831000.0
6762812664.0,42494.0,4.0,2.5,3400.0,9692.0,2.0,0.0,0.0,3.0,9.0,3400.0,0.0,2007.0,0.0,122005.0,52.938,-114.299,3070.0,7375.0,3.0,58.0,830000.0
6762812761.0,42494.0,6.0,1.75,2920.0,5000.0,2.5,0.0,0.0,4.0,9.0,2780.0,140.0,1908.0,0.0,122044.0,52.8324,-114.485,2020.0,5000.0,3.0,68.0,823000.0
6762812961.0,42494.0,5.0,2.5,3180.0,13806.0,2.0,0.0,0.0,4.0,10.0,3180.0,0.0,1990.0,0.0,122010.0,52.882,-114.372,3180.0,13798.0,1.0,76.0,800866.0
6762812963.0,42494.0,3.0,2.5,3240.0,7857.0,2.0,0.0,0.0,3.0,10.0,3240.0,0.0,1994.0,0.0,122020.0,52.8157,-114.228,2970.0,7857.0,3.0,66.0,800000.0
6762813152.0,42494.0,3.0,1.75,1330.0,7500.0,1.0,0.0,0.0,3.0,8.0,1330.0,0.0,1961.0,0.0,122048.0,52.8374,-114.385,1690.0,7800.0,3.0,56.0,787000.0
6762813210.0,42494.0,4.0,2.5,2730.0,10281.0,2.0,0.0,2.0,3.0,9.0,2730.0,0.0,1996.0,0.0,122019.0,52.8527,-114.219,2750.0,7220.0,3.0,79.0,780000.0
6762813361.0,42494.0,3.0,2.0,2350.0,5700.0,1.5,0.0,0.0,4.0,8.0,1810.0,540.0,1939.0,0.0,122047.0,52.869,-114.5,2170.0,6000.0,1.0,77.0,770000.0
6762813551.0,42494.0,4.0,2.5,2120.0,10202.0,1.0,0.0,0.0,4.0,7.0,1620.0,500.0,1960.0,0.0,122049.0,52.8158,-114.36,1570.0,10762.0,2.0,73.0,755000.0
6762813766.0,42494.0,4.0,1.75,2010.0,3600.0,1.5,0.0,0.0,3.0,7.0,2010.0,0.0,1902.0,0.0,122003.0,52.8637,-114.561,2010.0,3600.0,2.0,55.0,740000.0
6762813838.0,42494.0,4.0,2.5,3180.0,21904.0,2.0,0.0,3.0,3.0,9.0,3180.0,0.0,2000.0,0.0,122015.0,52.745,-114.307,3715.0,29170.0,2.0,77.0,736500.0
6762814206.0,42494.0,4.0,2.5,2450.0,4247.0,2.0,0.0,0.0,3.0,8.0,2450.0,0.0,2013.0,0.0,122005.0,52.9348,-114.303,2970.0,4685.0,1.0,75.0,712198.0
6762814291.0,42494.0,3.0,2.5,2490.0,4343.0,2.0,0.0,0.0,3.0,9.0,2490.0,0.0,2003.0,0.0,122011.0,52.7793,-114.183,2130.0,4106.0,3.0,59.0,705380.0
6762814896.0,42494.0,3.0,2.5,1680.0,2000.0,3.0,0.0,0.0,3.0,9.0,1680.0,0.0,1909.0,1998.0,122004.0,52.8904,-114.48,1950.0,5000.0,3.0,69.0,670000.0
6762814966.0,42494.0,4.0,2.5,2800.0,5900.0,1.0,0.0,0.0,3.0,8.0,1660.0,1140.0,1963.0,0.0,122006.0,52.9109,-114.476,2580.0,5900.0,2.0,63.0,665000.0
6762815131.0,42494.0,4.0,1.0,1390.0,4240.0,1.0,0.0,0.0,3.0,7.0,1050.0,340.0,1924.0,0.0,122028.0,52.8896,-114.528,1810.0,4240.0,1.0,68.0,657100.0
6762815226.0,42494.0,3.0,1.5,2160.0,9000.0,1.0,0.0,2.0,4.0,8.0,1400.0,760.0,1949.0,0.0,122050.0,52.9541,-114.559,3010.0,9000.0,2.0,75.0,650000.0
6762815643.0,42494.0,4.0,2.5,2440.0,6651.0,2.0,0.0,0.0,3.0,9.0,2440.0,0.0,2014.0,0.0,122007.0,52.9271,-114.561,1350.0,7653.0,2.0,77.0,631625.0
6762815727.0,42494.0,4.0,2.25,1990.0,7712.0,1.0,0.0,0.0,3.0,8.0,1210.0,780.0,1973.0,0.0,122012.0,52.7988,-114.277,1720.0,7393.0,3.0,61.0,627000.0
6762815880.0,42494.0,3.0,1.75,1480.0,2185.0,2.5,0.0,0.0,3.0,9.0,1480.0,0.0,2005.0,0.0,122033.0,52.9245,-114.36,1480.0,2441.0,2.0,52.0,620000.0
6762815955.0,42494.0,3.0,2.0,1800.0,5000.0,1.0,0.0,0.0,4.0,7.0,1080.0,720.0,1942.0,0.0,122006.0,52.9038,-114.487,1800.0,5000.0,1.0,69.0,618500.0
6762815987.0,42494.0,4.0,1.75,2300.0,11700.0,1.0,0.0,0.0,4.0,9.0,1960.0,340.0,1977.0,0.0,122005.0,52.8631,-114.284,2840.0,12000.0,3.0,50.0,615000.0
6762816274.0,42494.0,3.0,1.75,1670.0,39639.0,1.0,0.0,0.0,4.0,8.0,1670.0,0.0,1976.0,1992.0,122020.0,52.8229,-114.179,2330.0,30492.0,1.0,77.0,600000.0
6762816275.0,42494.0,3.0,1.75,1880.0,6360.0,1.0,0.0,0.0,4.0,7.0,1040.0,840.0,1945.0,0.0,122006.0,52.9178,-114.476,1770.0,6175.0,2.0,57.0,600000.0
6762816667.0,42494.0,2.0,1.0,1770.0,8640.0,1.5,0.0,0.0,3.0,6.0,1520.0,250.0,1949.0,0.0,122007.0,52.9226,-114.553,1060.0,4804.0,3.0,77.0,585000.0
6762816779.0,42494.0,2.0,1.0,2540.0,7000.0,1.0,0.0,0.0,5.0,8.0,1320.0,1220.0,1942.0,0.0,122051.0,52.7559,-114.451,2160.0,6000.0,3.0,77.0,580000.0
6762817053.0,42494.0,3.0,2.25,2010.0,6000.0,1.0,0.0,0.0,3.0,8.0,1330.0,680.0,1975.0,0.0,122005.0,52.9212,-114.305,2080.0,8260.0,2.0,78.0,570000.0
6762817314.0,42494.0,3.0,2.5,1900.0,8744.0,2.0,0.0,0.0,3.0,8.0,1900.0,0.0,1987.0,0.0,122019.0,52.85,-114.233,2030.0,8744.0,2.0,58.0,560000.0
6762817450.0,42494.0,3.0,2.5,1940.0,3211.0,2.0,0.0,0.0,3.0,8.0,1940.0,0.0,2009.0,0.0,122012.0,52.7944,-114.283,1880.0,3078.0,3.0,60.0,555000.0
6762817755.0,42494.0,2.0,1.0,1140.0,5400.0,1.0,0.0,0.0,5.0,7.0,1140.0,0.0,1908.0,0.0,122047.0,52.8505,-114.484,1520.0,4800.0,1.0,68.0,549000.0
6762817756.0,42494.0,4.0,2.5,2910.0,6338.0,2.0,0.0,0.0,3.0,8.0,2910.0,0.0,2008.0,0.0,122015.0,52.7104,-114.316,2500.0,5877.0,3.0,54.0,549000.0
6762817929.0,42494.0,5.0,2.75,2740.0,8426.0,1.0,0.0,0.0,4.0,8.0,1370.0,1370.0,1960.0,0.0,122027.0,52.7863,-114.374,2020.0,8783.0,1.0,69.0,541125.0
6762818230.0,42494.0,2.0,3.0,1270.0,1175.0,2.0,0.0,0.0,3.0,8.0,1110.0,160.0,2000.0,0.0,122028.0,52.8934,-114.53,1290.0,1800.0,1.0,71.0,531000.0
6762818400.0,42494.0,5.0,1.75,2550.0,71874.0,1.0,0.0,0.0,5.0,7.0,1810.0,740.0,1960.0,0.0,122012.0,52.7145,-114.27,2170.0,51400.0,2.0,65.0,525888.0
6762818543.0,42494.0,3.0,1.75,1560.0,5520.0,1.0,0.0,0.0,4.0,6.0,780.0,780.0,1944.0,0.0,122032.0,52.8815,-114.589,1470.0,6000.0,3.0,70.0,524000.0
6762818924.0,42494.0,3.0,2.5,1790.0,2700.0,2.0,0.0,0.0,3.0,8.0,1790.0,0.0,2010.0,0.0,122012.0,52.794,-114.283,1890.0,3078.0,1.0,79.0,509900.0
6762819061.0,42494.0,4.0,1.0,2070.0,7519.0,1.0,0.0,0.0,3.0,7.0,1160.0,910.0,1963.0,0.0,122029.0,52.862,-114.309,1730.0,7519.0,2.0,56.0,501000.0
6762819262.0,42494.0,4.0,2.5,2910.0,6479.0,2.0,0.0,0.0,3.0,7.0,2910.0,0.0,2006.0,0.0,122008.0,52.7702,-114.077,2320.0,5178.0,1.0,50.0,499000.0
6762819312.0,42494.0,6.0,2.75,3200.0,9200.0,1.0,0.0,2.0,4.0,8.0,1600.0,1600.0,1953.0,0.0,122052.0,52.722,-114.554,2220.0,9500.0,2.0,56.0,497300.0
6762819594.0,42494.0,4.0,1.75,2010.0,9211.0,1.0,0.0,0.0,3.0,7.0,1470.0,540.0,1977.0,0.0,122033.0,52.9506,-114.361,1840.0,8500.0,3.0,62.0,487585.0
6762819620.0,42494.0,4.0,3.0,2340.0,7048.0,1.0,0.0,0.0,4.0,8.0,1340.0,1000.0,1979.0,0.0,122033.0,52.9606,-114.417,1440.0,8088.0,1.0,53.0,485000.0
6762819874.0,42494.0,3.0,2.5,3040.0,4535.0,2.0,0.0,0.0,3.0,9.0,3040.0,0.0,2007.0,0.0,122053.0,52.74,-114.375,2670.0,4666.0,2.0,79.0,478000.0
6762820970.0,42494.0,4.0,2.0,1480.0,3844.0,1.5,0.0,0.0,5.0,7.0,1480.0,0.0,1928.0,0.0,122038.0,52.9342,-114.542,1480.0,3844.0,1.0,73.0,449250.0
6762821445.0,42494.0,5.0,2.0,1840.0,9240.0,1.0,0.0,0.0,4.0,7.0,1540.0,300.0,1942.0,1958.0,122038.0,52.9608,-114.53,1200.0,5250.0,3.0,78.0,435000.0
